,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
8776,Male,16,Yes,Noisy,4.0,0.0,58.8,55.5,47.7,61.3,55.8,Pass,341.3,56.88333333333333
8777,Male,16,Yes,Moderate,7.51,2.4,64.5,65.3,64.6,72.0,65.3,Pass,408.2,68.03333333333333
8778,Female,17,Yes,Quiet,8.09,3.4,54.5,53.1,60.8,60.9,57.1,Pass,363.2,60.53333333333333
8779,Female,15,Yes,Quiet,6.69,1.4,54.2,54.2,61.6,59.9,57.5,Pass,376.4,62.73333333333333
8780,Male,15,Yes,Quiet,7.65,3.2,45.4,34.7,31.4,48.4,40.3,Fail,282.29999999999995,47.04999999999999
8781,Female,16,No,Noisy,5.46,3.1,60.2,58.7,57.8,65.6,60.9,Pass,344.59999999999997,57.43333333333333
8782,Female,15,Yes,Quiet,7.48,2.4,32.8,27.8,28.2,42.5,29.7,Fail,231.7,38.61666666666667
8783,Male,17,Yes,Moderate,9.45,1.5,44.6,55.8,48.0,43.5,50.6,Pass,332.3,55.38333333333333
8784,Male,17,Yes,Quiet,6.62,1.0,33.6,30.5,34.4,50.1,35.4,Fail,231.8,38.63333333333333
8785,Female,15,Yes,Quiet,7.42,6.2,48.8,44.4,34.2,39.4,43.2,Fail,278.2,46.36666666666667
8786,Male,17,No,Quiet,6.41,0.0,37.3,47.8,42.8,47.0,42.7,Fail,292.59999999999997,48.76666666666666
8787,Female,18,No,Moderate,7.18,0.6,41.2,51.3,50.3,46.9,48.4,Fail,274.20000000000005,45.70000000000001
8788,Male,16,Yes,Quiet,8.11,6.4,21.7,23.4,17.7,34.7,23.7,Fail,196.4,32.733333333333334
8789,Female,17,Yes,Moderate,7.6,1.0,73.5,42.0,62.0,54.0,57.6,Pass,349.70000000000005,58.28333333333334
8790,Female,15,Yes,Moderate,6.9,1.7,61.1,50.9,55.4,50.7,56.7,Pass,347.3,57.88333333333333
8791,Female,16,Yes,Noisy,6.88,3.5,49.4,55.0,59.7,67.7,56.4,Pass,361.6,60.26666666666667
8792,Female,17,Yes,Noisy,5.8,3.2,35.8,35.8,27.4,42.4,36.6,Fail,244.2,40.699999999999996
8793,Male,16,Yes,Moderate,8.02,3.2,45.3,55.8,52.6,66.0,55.8,Pass,345.4,57.56666666666666
8794,Male,15,Yes,Moderate,7.75,4.7,48.5,53.2,53.4,56.0,52.8,Pass,318.2,53.03333333333333
8795,Female,18,Yes,Quiet,5.74,1.1,52.6,37.1,32.1,39.3,41.1,Fail,270.40000000000003,45.06666666666667
8796,Female,18,Yes,Moderate,7.18,2.8,31.9,34.7,39.8,49.4,42.4,Fail,259.59999999999997,43.26666666666666
8797,Male,17,Yes,Moderate,6.07,2.4,34.5,34.3,28.0,32.1,28.6,Fail,233.1,38.85
8798,Male,18,Yes,Quiet,6.54,1.2,63.7,66.2,64.5,79.2,67.3,Pass,411.5,68.58333333333333
8799,Female,17,Yes,Moderate,7.81,2.7,52.4,60.6,47.2,64.8,56.1,Pass,335.20000000000005,55.866666666666674
8800,Female,16,No,Quiet,7.99,3.3,52.4,51.1,46.9,47.1,49.1,Fail,304.8,50.800000000000004
8801,Female,17,Yes,Quiet,7.71,3.4,63.6,65.0,61.0,65.3,62.7,Pass,375.7,62.61666666666667
8802,Female,17,Yes,Quiet,6.73,4.1,85.1,87.7,68.8,66.6,78.4,Pass,455.40000000000003,75.9
8803,Female,17,No,Noisy,7.46,2.4,46.0,57.5,57.0,52.2,50.3,Pass,334.9,55.81666666666666
8804,Male,18,Yes,Quiet,6.23,1.0,60.6,61.5,46.6,52.0,57.5,Pass,346.7,57.78333333333333
8805,Female,17,Yes,Quiet,7.75,0.4,52.6,69.4,69.6,74.1,68.6,Pass,406.29999999999995,67.71666666666665
8806,Male,15,Yes,Noisy,6.98,1.8,38.5,43.4,34.1,38.9,40.3,Fail,256.9,42.81666666666666
8807,Male,17,Yes,Quiet,6.53,0.5,28.6,37.5,37.3,35.5,34.8,Fail,231.6,38.6
8808,Male,16,Yes,Noisy,6.27,1.4,44.7,64.3,49.7,51.3,54.7,Pass,314.09999999999997,52.349999999999994
8809,Female,15,Yes,Noisy,7.68,0.7,62.9,52.0,50.7,63.6,57.4,Pass,351.1,58.51666666666667
8810,Male,16,Yes,Moderate,6.86,1.5,48.4,64.6,62.8,67.2,61.6,Pass,365.20000000000005,60.866666666666674
8811,Male,16,Yes,Moderate,6.51,5.2,53.9,60.2,66.4,63.9,63.4,Pass,407.8,67.96666666666667
8812,Male,16,Yes,Noisy,6.51,2.3,51.8,62.3,56.6,52.4,56.0,Pass,379.1,63.18333333333334
8813,Male,15,Yes,Moderate,5.76,4.9,46.9,42.4,40.7,47.0,47.1,Fail,301.3,50.21666666666667
8814,Female,15,Yes,Quiet,7.17,3.1,39.1,49.6,46.3,44.9,46.6,Fail,283.0,47.166666666666664
8815,Female,18,Yes,Noisy,7.29,1.6,30.3,47.1,28.9,41.5,37.9,Fail,254.40000000000003,42.400000000000006
8816,Male,15,Yes,Quiet,5.52,2.3,58.4,49.7,33.1,44.5,45.7,Fail,305.4,50.9
8817,Male,17,Yes,Quiet,5.92,0.0,59.9,50.5,49.3,41.5,51.2,Pass,289.5,48.25
8818,Female,16,Yes,Noisy,5.35,2.0,54.6,56.7,51.0,45.1,51.9,Pass,328.9,54.81666666666666
8819,Female,18,Yes,Quiet,8.2,0.5,49.2,37.2,29.5,46.2,42.5,Fail,254.60000000000002,42.43333333333334
8820,Female,15,Yes,Moderate,7.62,3.4,54.8,65.7,57.4,55.1,57.2,Pass,355.2,59.199999999999996
8821,Male,16,Yes,Moderate,8.1,1.8,62.7,47.2,50.4,50.6,55.0,Pass,323.09999999999997,53.849999999999994
8822,Female,15,Yes,Moderate,8.62,2.0,74.4,58.8,75.9,56.0,67.5,Pass,401.1,66.85000000000001
8823,Male,18,Yes,Quiet,7.44,1.9,48.5,48.0,65.6,54.3,56.1,Pass,335.8,55.96666666666667
8824,Male,15,Yes,Moderate,6.94,3.8,51.8,56.1,56.7,36.9,48.9,Fail,323.5,53.916666666666664
8825,Female,15,Yes,Quiet,7.2,1.2,53.7,62.3,65.5,56.6,58.2,Pass,377.5,62.916666666666664
8826,Male,16,Yes,Quiet,6.36,1.1,28.9,22.3,20.7,24.5,22.0,Fail,196.8,32.800000000000004
8827,Female,17,Yes,Quiet,6.2,3.0,66.6,56.6,68.1,63.4,66.9,Pass,419.40000000000003,69.9
8828,Male,15,Yes,Quiet,6.58,4.1,46.9,45.0,40.4,49.6,45.9,Fail,290.8,48.46666666666667
8829,Female,18,Yes,Noisy,6.75,3.0,42.3,44.5,54.6,49.5,49.9,Fail,331.8,55.300000000000004
8830,Male,15,Yes,Moderate,5.34,5.8,36.1,26.7,33.5,26.4,28.5,Fail,206.0,34.333333333333336
8831,Male,15,Yes,Moderate,5.76,1.1,46.5,30.8,56.3,46.9,46.0,Fail,270.1,45.01666666666667
8832,Female,17,Yes,Moderate,5.73,0.0,79.7,70.4,73.2,62.6,69.8,Pass,433.70000000000005,72.28333333333335
8833,Female,16,Yes,Noisy,5.69,3.2,53.3,50.7,53.1,50.4,51.0,Pass,351.1,58.51666666666667
8834,Female,18,Yes,Moderate,7.64,2.3,50.1,62.8,55.6,56.0,55.9,Pass,338.2,56.36666666666667
8835,Female,16,Yes,Moderate,6.67,3.2,53.7,50.4,54.4,57.7,53.7,Pass,347.79999999999995,57.96666666666666
8836,Male,16,Yes,Quiet,6.81,3.8,69.9,67.6,61.8,67.0,67.8,Pass,392.20000000000005,65.36666666666667
8837,Female,16,Yes,Moderate,7.38,0.2,56.4,52.2,47.9,56.1,52.4,Pass,351.4,58.56666666666666
8838,Female,15,Yes,Quiet,7.82,2.1,63.0,61.3,76.4,81.0,71.3,Pass,438.7,73.11666666666666
8839,Male,17,Yes,Moderate,7.46,3.4,65.7,73.1,66.2,75.8,71.1,Pass,427.29999999999995,71.21666666666665
8840,Female,15,Yes,Quiet,8.64,2.9,39.2,41.3,49.3,49.2,44.5,Fail,276.5,46.083333333333336
8841,Female,18,Yes,Moderate,7.04,2.2,49.4,55.3,60.5,54.6,57.7,Pass,353.5,58.916666666666664
8842,Male,17,Yes,Quiet,7.2,3.6,47.7,31.5,38.0,53.8,40.7,Fail,256.5,42.75
8843,Female,16,Yes,Moderate,6.39,4.0,66.9,52.7,56.1,43.2,58.0,Pass,346.90000000000003,57.81666666666667
8844,Female,17,Yes,Moderate,5.11,0.0,50.5,64.3,66.0,53.5,56.8,Pass,349.0,58.166666666666664
8845,Female,18,Yes,Quiet,7.08,4.9,53.3,49.7,48.9,61.3,51.8,Pass,336.5,56.083333333333336
8846,Female,15,Yes,Quiet,7.86,0.7,53.5,60.6,73.8,64.6,63.7,Pass,386.7,64.45
8847,Female,15,Yes,Quiet,6.26,3.4,66.1,52.8,48.2,49.9,55.9,Pass,345.09999999999997,57.51666666666666
8848,Female,16,Yes,Moderate,6.49,2.0,49.9,45.6,49.1,57.3,49.9,Fail,298.7,49.78333333333333
8849,Male,15,Yes,Moderate,7.96,4.4,58.7,74.9,75.1,73.7,71.2,Pass,405.90000000000003,67.65
8850,Female,15,Yes,Moderate,6.95,3.6,34.5,41.9,27.3,27.1,30.3,Fail,257.8,42.96666666666667
8851,Male,18,Yes,Moderate,6.08,3.4,26.0,36.2,26.0,26.0,30.2,Fail,227.0,37.833333333333336
8852,Male,17,Yes,Moderate,6.04,2.8,48.8,56.0,51.2,67.6,62.0,Pass,360.0,60.0
8853,Male,15,Yes,Moderate,7.66,1.7,31.7,48.8,40.7,45.9,41.0,Fail,255.0,42.5
8854,Male,18,Yes,Quiet,6.87,1.0,45.2,42.6,49.3,55.9,47.8,Fail,315.4,52.56666666666666
8855,Female,18,Yes,Moderate,6.85,0.4,68.5,71.7,75.8,71.4,71.4,Pass,434.09999999999997,72.35
8856,Female,16,Yes,Quiet,5.62,1.6,61.1,45.2,40.0,29.5,45.7,Fail,284.9,47.48333333333333
8857,Female,18,Yes,Moderate,7.48,3.9,41.6,46.6,56.5,47.5,41.0,Fail,285.5,47.583333333333336
8858,Male,16,Yes,Moderate,8.03,1.0,44.7,59.0,49.1,50.1,52.6,Pass,315.6,52.6
8859,Female,15,Yes,Moderate,6.64,4.3,50.9,46.4,61.5,46.6,50.7,Pass,341.20000000000005,56.866666666666674
8860,Female,16,Yes,Quiet,7.41,1.0,81.9,87.8,84.7,79.2,85.7,Pass,500.69999999999993,83.44999999999999
8861,Female,18,Yes,Quiet,6.59,2.3,68.6,51.7,44.8,45.5,54.4,Pass,349.7,58.28333333333333
8862,Male,17,Yes,Quiet,7.59,3.2,40.9,60.1,43.8,40.9,47.8,Fail,312.0,52.0
8863,Male,17,Yes,Moderate,7.49,4.0,36.2,45.4,45.5,37.7,43.5,Fail,264.5,44.083333333333336
8864,Female,15,No,Moderate,6.62,2.0,58.9,46.0,46.8,54.1,52.4,Pass,303.09999999999997,50.51666666666666
8865,Male,15,Yes,Quiet,4.87,3.2,65.4,47.7,54.5,44.3,51.7,Pass,332.6,55.43333333333334
8866,Male,17,No,Moderate,6.2,2.8,75.0,65.1,60.4,41.2,60.6,Pass,386.8,64.46666666666667
8867,Female,16,Yes,Quiet,7.34,2.1,57.9,41.3,40.7,68.1,49.2,Fail,342.29999999999995,57.04999999999999
8868,Male,15,Yes,Moderate,7.88,0.9,56.3,62.2,71.8,71.7,65.4,Pass,381.9,63.65
8869,Male,18,Yes,Moderate,6.4,3.2,49.9,48.6,43.5,36.1,45.4,Fail,298.5,49.75
8870,Female,15,No,Moderate,8.34,2.5,46.2,47.8,52.8,54.2,55.2,Pass,315.3,52.550000000000004
8871,Male,16,Yes,Noisy,8.49,2.0,54.8,55.4,57.6,53.6,55.3,Pass,342.6,57.1
8872,Male,15,Yes,Quiet,7.7,2.7,46.0,35.3,47.1,40.3,41.5,Fail,261.09999999999997,43.51666666666666
8873,Male,18,Yes,Quiet,5.86,3.4,32.4,41.0,38.2,24.6,32.5,Fail,249.3,41.550000000000004
8874,Male,18,Yes,Moderate,7.71,0.0,54.1,55.3,62.4,36.4,51.9,Pass,337.70000000000005,56.28333333333334
8875,Male,18,Yes,Quiet,6.46,1.7,48.5,51.3,37.3,35.8,43.6,Fail,268.7,44.78333333333333
8876,Male,16,No,Noisy,6.41,1.0,55.3,50.9,56.9,49.4,54.5,Pass,332.3,55.38333333333333
8877,Male,16,Yes,Quiet,7.45,1.2,15.9,33.3,37.4,30.8,25.1,Fail,189.2,31.53333333333333
8878,Male,18,Yes,Quiet,7.43,1.3,61.5,58.2,47.4,54.7,52.7,Pass,319.1,53.18333333333334
8879,Female,18,No,Moderate,7.46,4.1,46.7,51.2,54.7,35.8,47.1,Fail,285.8,47.63333333333333
8880,Female,16,Yes,Quiet,7.66,3.0,50.8,55.3,61.5,37.3,50.8,Pass,325.9,54.31666666666666
8881,Female,16,Yes,Quiet,6.94,0.9,66.1,66.2,74.5,49.2,61.3,Pass,379.6,63.26666666666667
8882,Female,16,Yes,Noisy,5.55,2.8,33.5,40.2,43.1,33.9,38.5,Fail,259.8,43.300000000000004
8883,Male,17,Yes,Quiet,9.08,3.1,50.9,51.1,46.7,35.6,44.2,Fail,290.4,48.4
8884,Female,16,Yes,Moderate,6.61,2.0,33.1,25.8,40.5,46.7,39.4,Fail,267.20000000000005,44.53333333333334
8885,Female,18,Yes,Quiet,6.29,0.6,59.4,59.3,53.4,45.1,53.1,Pass,334.9,55.81666666666666
8886,Male,17,No,Quiet,5.79,0.9,65.8,63.5,67.6,64.8,64.1,Pass,412.19999999999993,68.69999999999999
8887,Male,16,Yes,Quiet,7.15,0.1,61.0,38.2,52.4,49.3,50.4,Pass,314.09999999999997,52.349999999999994
8888,Male,18,Yes,Quiet,7.04,5.7,28.9,34.9,37.9,29.4,35.1,Fail,245.0,40.833333333333336
8889,Male,15,Yes,Quiet,6.88,0.0,64.5,55.2,62.0,56.5,57.6,Pass,364.70000000000005,60.78333333333334
8890,Male,17,Yes,Noisy,8.5,0.6,43.8,45.9,45.2,49.4,45.5,Fail,281.29999999999995,46.883333333333326
8891,Female,18,Yes,Moderate,7.66,2.5,50.1,42.8,49.9,36.6,44.5,Fail,317.1,52.85
8892,Male,15,Yes,Moderate,5.98,0.0,58.2,45.4,46.6,54.7,54.6,Pass,355.9,59.31666666666666
8893,Female,18,Yes,Quiet,9.07,0.8,48.1,54.9,49.5,58.1,53.8,Pass,333.2,55.53333333333333
8894,Female,16,Yes,Quiet,5.48,2.7,47.7,55.5,36.9,31.7,41.1,Fail,279.5,46.583333333333336
8895,Male,16,Yes,Moderate,6.88,2.8,48.5,56.5,74.8,50.2,54.7,Pass,368.7,61.449999999999996
8896,Female,15,Yes,Moderate,6.27,3.1,51.5,42.8,54.8,32.6,42.8,Fail,294.0,49.0
8897,Female,16,Yes,Quiet,7.37,3.6,65.7,70.3,60.2,72.5,70.2,Pass,419.29999999999995,69.88333333333333
8898,Male,18,Yes,Quiet,7.64,2.4,65.3,45.7,66.2,49.3,55.0,Pass,355.2,59.199999999999996
8899,Female,15,Yes,Quiet,6.59,1.5,68.2,76.4,79.2,81.7,77.6,Pass,455.6,75.93333333333334
8900,Female,18,Yes,Quiet,8.05,3.2,41.5,44.9,37.3,47.7,43.0,Fail,274.6,45.76666666666667
8901,Female,18,Yes,Moderate,7.2,4.6,47.1,27.3,20.6,18.2,26.9,Fail,201.0,33.5
8902,Male,18,Yes,Quiet,8.46,3.4,42.1,47.0,45.4,50.8,48.2,Fail,319.3,53.21666666666667
8903,Male,16,Yes,Quiet,7.93,1.2,62.3,58.7,53.1,66.7,60.7,Pass,393.2,65.53333333333333
8904,Male,16,Yes,Moderate,6.53,3.4,60.4,49.5,55.4,52.2,55.3,Pass,345.20000000000005,57.53333333333334
8905,Female,18,Yes,Quiet,8.06,3.3,39.1,21.6,41.3,39.1,35.7,Fail,265.9,44.31666666666666
8906,Male,17,Yes,Moderate,6.35,0.6,10.0,19.5,17.8,13.9,15.0,Fail,134.5,22.416666666666668
8907,Female,18,Yes,Noisy,7.63,2.2,57.9,59.4,52.2,56.5,56.3,Pass,360.3,60.050000000000004
8908,Male,18,Yes,Quiet,7.53,3.3,40.9,40.4,47.9,35.2,42.8,Fail,273.4,45.56666666666666
8909,Female,15,Yes,Moderate,6.48,4.2,42.8,44.1,30.0,52.7,41.3,Fail,281.30000000000007,46.88333333333335
8910,Male,18,Yes,Moderate,5.01,1.5,52.2,63.4,74.1,59.9,64.8,Pass,380.79999999999995,63.46666666666666
8911,Male,16,Yes,Quiet,8.48,0.3,36.9,35.4,33.3,42.9,33.6,Fail,248.89999999999998,41.48333333333333
8912,Female,15,Yes,Moderate,7.42,3.3,24.6,25.7,28.3,14.7,25.6,Fail,149.70000000000002,24.950000000000003
8913,Male,17,Yes,Moderate,7.02,2.1,38.5,38.1,36.3,33.7,38.1,Fail,235.39999999999998,39.23333333333333
8914,Female,15,Yes,Moderate,7.02,2.9,60.2,51.6,42.6,45.3,49.6,Fail,292.9,48.81666666666666
8915,Male,17,Yes,Noisy,7.97,2.8,36.8,53.6,44.5,48.5,41.3,Fail,287.5,47.916666666666664
8916,Male,15,Yes,Quiet,9.19,2.7,57.2,42.9,44.5,64.3,52.3,Pass,315.3,52.550000000000004
8917,Female,15,Yes,Moderate,7.9,1.9,48.6,64.3,41.3,48.9,49.8,Fail,296.9,49.48333333333333
8918,Female,17,Yes,Moderate,7.37,3.9,50.2,33.6,33.9,45.5,43.6,Fail,261.5,43.583333333333336
8919,Female,16,Yes,Quiet,7.29,1.2,44.8,29.5,57.3,50.1,43.9,Fail,292.4,48.73333333333333
8920,Male,16,Yes,Noisy,7.36,2.9,48.7,48.8,31.6,29.2,40.3,Fail,298.59999999999997,49.76666666666666
8921,Female,16,Yes,Quiet,6.0,3.1,36.3,32.3,43.7,38.5,39.7,Fail,258.3,43.050000000000004
8922,Male,15,Yes,Moderate,7.59,2.2,42.8,45.7,42.0,50.1,46.3,Fail,291.29999999999995,48.54999999999999
8923,Female,18,Yes,Moderate,5.69,3.7,45.9,46.9,45.8,50.9,49.6,Fail,288.2,48.03333333333333
8924,Female,15,Yes,Moderate,7.44,1.8,34.3,45.8,40.5,45.7,39.4,Fail,259.3,43.21666666666667
8925,Female,18,Yes,Quiet,6.53,5.9,35.7,38.4,43.9,26.3,37.8,Fail,265.1,44.18333333333334
8926,Female,18,Yes,Quiet,7.87,2.9,27.8,29.7,29.2,45.3,31.6,Fail,254.89999999999998,42.48333333333333
8927,Female,16,Yes,Quiet,7.38,4.4,47.1,39.6,44.7,45.5,45.8,Fail,278.8,46.46666666666667
8928,Female,18,Yes,Moderate,6.65,3.8,45.8,44.3,52.9,46.0,50.1,Pass,311.5,51.916666666666664
8929,Male,15,Yes,Quiet,5.99,4.6,64.5,73.8,47.4,59.2,61.4,Pass,406.3,67.71666666666667
8930,Female,15,No,Moderate,8.48,2.6,73.4,68.8,59.8,68.0,67.5,Pass,435.9,72.64999999999999
8931,Male,16,Yes,Quiet,6.91,4.2,28.8,35.4,33.1,49.8,38.3,Fail,259.1,43.18333333333334
8932,Female,17,Yes,Quiet,8.74,4.7,59.3,44.6,48.8,25.6,45.6,Fail,279.59999999999997,46.599999999999994
8933,Female,15,Yes,Quiet,5.77,2.9,43.1,39.4,28.9,45.6,40.8,Fail,252.70000000000002,42.11666666666667
8934,Female,18,No,Moderate,6.75,1.5,51.0,51.3,50.7,49.3,50.5,Pass,290.7,48.449999999999996
8935,Male,15,Yes,Moderate,4.75,5.2,23.6,25.5,17.1,27.8,17.5,Fail,181.2,30.2
8936,Male,15,Yes,Quiet,7.76,2.5,64.7,56.1,62.6,51.5,59.6,Pass,390.8,65.13333333333334
8937,Female,15,Yes,Quiet,7.84,2.6,49.0,31.4,49.2,39.1,44.5,Fail,272.70000000000005,45.45000000000001
8938,Male,17,Yes,Noisy,6.39,2.9,30.1,44.1,42.7,30.3,37.2,Fail,250.10000000000002,41.68333333333334
8939,Female,18,Yes,Quiet,6.35,1.3,43.5,55.0,47.6,55.6,52.9,Pass,323.5,53.916666666666664
8940,Female,16,Yes,Moderate,6.61,3.0,34.7,41.8,26.6,23.1,32.5,Fail,228.89999999999998,38.15
8941,Male,15,Yes,Moderate,6.76,3.0,36.2,31.8,36.1,38.2,37.6,Fail,236.3,39.38333333333333
8942,Male,18,Yes,Quiet,6.44,2.5,40.5,47.3,44.6,45.4,44.6,Fail,290.1,48.35
8943,Male,18,No,Moderate,8.08,2.4,51.3,60.7,58.4,39.3,55.5,Pass,339.9,56.65
8944,Male,16,Yes,Noisy,6.53,2.2,62.8,47.7,63.4,69.1,59.6,Pass,379.6,63.26666666666667
8945,Female,15,Yes,Noisy,5.1,1.9,66.7,39.6,52.0,52.8,53.7,Pass,339.9,56.65
8946,Male,17,Yes,Moderate,6.75,3.6,57.6,57.2,52.9,54.5,55.5,Pass,335.70000000000005,55.95000000000001
8947,Male,18,Yes,Moderate,6.49,2.9,42.3,49.6,56.9,49.5,49.8,Fail,317.1,52.85
8948,Female,16,Yes,Quiet,5.69,3.9,59.2,62.3,57.0,39.6,53.9,Pass,346.7,57.78333333333333
8949,Male,17,Yes,Quiet,7.19,1.7,35.3,38.5,38.5,31.9,37.0,Fail,266.79999999999995,44.46666666666666
8950,Male,18,Yes,Quiet,5.07,4.2,81.3,75.3,79.6,65.0,75.3,Pass,454.4,75.73333333333333
8951,Male,15,No,Noisy,7.38,3.8,51.8,71.1,58.2,66.1,60.5,Pass,362.0,60.333333333333336
8952,Male,18,Yes,Quiet,6.97,2.1,32.5,37.4,48.0,46.2,40.8,Fail,275.90000000000003,45.98333333333334
8953,Female,17,Yes,Quiet,6.44,1.5,49.4,56.1,54.6,43.0,49.1,Fail,328.29999999999995,54.71666666666666
8954,Female,17,Yes,Moderate,5.85,3.4,35.9,55.3,36.1,32.2,41.3,Fail,278.0,46.333333333333336
8955,Male,15,Yes,Moderate,5.54,0.1,67.8,65.9,58.2,77.1,65.7,Pass,413.9,68.98333333333333
8956,Male,15,Yes,Quiet,7.88,1.9,32.5,26.2,20.1,20.4,21.9,Fail,199.3,33.21666666666667
8957,Female,16,Yes,Quiet,6.7,2.9,66.8,56.9,59.2,72.3,64.1,Pass,365.9,60.98333333333333
8958,Male,15,Yes,Moderate,5.32,2.3,56.9,49.4,46.0,53.7,49.0,Fail,309.8,51.63333333333333
8959,Male,16,Yes,Moderate,6.99,0.9,47.2,37.0,28.9,56.8,47.5,Fail,305.09999999999997,50.849999999999994
8960,Male,17,Yes,Moderate,6.73,2.6,43.0,32.7,40.6,32.9,36.1,Fail,240.70000000000002,40.11666666666667
8961,Male,17,Yes,Quiet,8.41,1.0,80.9,65.4,74.5,77.8,73.3,Pass,446.30000000000007,74.38333333333334
8962,Male,18,Yes,Moderate,6.59,2.9,52.8,60.2,62.9,54.2,58.3,Pass,349.1,58.18333333333334
8963,Male,18,Yes,Moderate,7.98,1.9,58.0,63.8,69.2,62.5,59.8,Pass,398.1,66.35000000000001
8964,Male,16,Yes,Quiet,6.78,2.3,49.9,52.1,59.2,50.1,53.7,Pass,351.3,58.550000000000004
8965,Male,15,No,Quiet,5.82,1.3,66.9,61.9,72.9,74.9,71.4,Pass,404.2,67.36666666666666
8966,Male,15,Yes,Noisy,7.47,3.7,47.8,40.9,43.3,41.4,43.4,Fail,297.3,49.550000000000004
8967,Female,18,Yes,Moderate,8.22,2.3,44.2,33.6,27.2,41.0,40.2,Fail,269.2,44.86666666666667
8968,Female,17,Yes,Quiet,7.91,1.4,39.2,26.8,40.8,53.8,39.6,Fail,279.0,46.5
8969,Female,16,Yes,Quiet,7.31,2.3,53.3,51.4,64.9,52.1,54.6,Pass,342.8,57.13333333333333
8970,Male,17,Yes,Moderate,8.0,5.1,43.4,40.2,27.9,36.0,34.0,Fail,225.7,37.61666666666667
8971,Male,17,Yes,Moderate,7.17,3.0,26.9,33.0,40.5,51.0,38.7,Fail,277.6,46.26666666666667
8972,Female,15,Yes,Noisy,7.08,4.1,60.3,54.4,47.4,43.3,51.5,Pass,317.59999999999997,52.93333333333333
8973,Male,16,No,Moderate,5.53,0.1,50.0,45.9,53.9,59.1,53.8,Pass,329.29999999999995,54.883333333333326
8974,Female,17,Yes,Quiet,7.21,2.2,43.0,45.3,41.7,54.7,45.4,Fail,307.1,51.18333333333334
8975,Male,18,Yes,Moderate,8.51,1.0,32.3,43.4,39.0,38.4,39.2,Fail,247.10000000000002,41.18333333333334
8976,Female,18,Yes,Quiet,5.36,1.7,24.0,40.9,43.5,43.3,37.4,Fail,242.39999999999998,40.4
8977,Female,15,Yes,Quiet,5.69,1.4,37.5,41.4,46.7,38.7,42.3,Fail,263.8,43.96666666666667
8978,Female,18,No,Quiet,6.67,4.4,15.5,31.2,39.7,24.3,26.2,Fail,193.0,32.166666666666664
8979,Male,18,No,Quiet,5.64,3.6,53.7,41.8,41.2,48.7,46.1,Fail,285.09999999999997,47.51666666666666
8980,Female,17,Yes,Noisy,7.68,1.4,40.7,30.6,31.2,24.7,30.9,Fail,228.00000000000003,38.00000000000001
8981,Male,18,Yes,Moderate,5.27,1.8,58.2,65.2,48.3,59.3,59.7,Pass,363.9,60.65
8982,Male,18,Yes,Quiet,7.68,3.0,57.9,39.3,48.2,33.8,44.8,Fail,283.6,47.26666666666667
8983,Male,17,Yes,Moderate,8.0,3.8,47.0,34.1,39.8,51.6,43.0,Fail,286.4,47.73333333333333
8984,Male,15,Yes,Moderate,7.66,4.1,34.7,42.4,48.0,33.6,35.4,Fail,223.0,37.166666666666664
8985,Male,15,No,Noisy,7.02,3.5,60.2,51.6,58.2,65.3,59.9,Pass,369.6,61.6
8986,Male,16,Yes,Noisy,7.53,5.2,14.3,23.2,33.4,33.7,25.9,Fail,201.5,33.583333333333336
8987,Male,18,Yes,Quiet,5.84,3.1,39.8,43.7,35.8,38.3,40.6,Fail,284.6,47.43333333333334
8988,Female,17,No,Noisy,7.26,1.8,53.6,43.3,39.5,61.1,50.1,Pass,323.2,53.86666666666667
8989,Female,16,Yes,Quiet,6.38,1.3,39.8,64.0,38.9,52.6,45.7,Fail,319.1,53.18333333333334
8990,Female,15,Yes,Quiet,7.89,0.9,60.4,46.4,50.8,54.9,51.0,Pass,323.0,53.833333333333336
8991,Male,15,Yes,Quiet,7.71,0.7,56.6,51.7,54.5,61.7,53.3,Pass,321.40000000000003,53.56666666666667
8992,Male,17,Yes,Quiet,6.19,3.5,37.5,30.3,33.3,45.2,38.1,Fail,254.2,42.36666666666667
8993,Male,16,Yes,Noisy,7.35,4.9,48.0,47.9,51.0,33.6,44.5,Fail,271.9,45.31666666666666
8994,Male,16,No,Moderate,7.39,2.7,44.1,58.4,52.9,43.2,50.4,Pass,319.90000000000003,53.31666666666667
8995,Female,17,Yes,Moderate,6.53,5.2,52.8,56.7,39.9,61.6,49.1,Fail,337.40000000000003,56.23333333333334
8996,Male,17,No,Noisy,7.02,2.5,29.6,28.1,33.9,27.7,31.3,Fail,219.0,36.5
8997,Female,16,Yes,Quiet,7.51,3.4,59.4,51.1,36.6,44.2,47.7,Fail,294.3,49.050000000000004
8998,Male,15,Yes,Quiet,6.54,0.1,61.3,76.5,73.3,56.6,67.5,Pass,431.20000000000005,71.86666666666667
8999,Female,18,Yes,Moderate,6.11,3.7,52.5,66.0,49.9,54.5,58.5,Pass,347.0,57.833333333333336
9000,Male,15,Yes,Noisy,7.23,1.5,55.8,46.8,48.6,59.9,55.1,Pass,351.2,58.53333333333333
9001,Female,17,Yes,Noisy,8.48,3.7,39.4,55.0,36.2,45.8,43.8,Fail,313.40000000000003,52.23333333333334
